Year,Month,Day,Hour,Temp,Humi,WS,WD,Solar
2016,6,28,12,24.5,62,3.5,140,2.00
2016,6,28,13,24.9,62,2.6,110,1.47
2016,6,28,14,24.8,59,3.7,110,1.68
2016,6,28,15,24.2,62,2.3,90,1.13
2016,6,28,16,23.3,63,2.6,110,0.56
2016,6,28,17,22.9,64,2.2,90,0.35
2016,6,28,18,22.9,68,1.4,70,0.27
2016,6,29,8,21.1,93,1.3,70,0.41
2016,6,29,9,21.7,90,1.5,110,0.52
2016,6,29,10,22.4,87,1.6,70,0.72
2016,6,29,11,23.0,84,3.0,110,0.93
2016,6,29,12,23.6,83,2.5,90,1.51
2016,6,29,13,24.9,74,1.9,110,2.10
2016,6,29,14,24.0,78,3.1,140,1.25
2016,6,29,15,23.3,80,1.2,200,0.51
2016,6,29,16,22.8,82,2.2,200,0.80
2016,6,29,17,22.9,78,1.9,200,0.58
2016,6,29,18,22.9,77,2.5,200,0.56
2016,6,30,8,23.4,79,1.9,290,0.74
2016,6,30,9,24.4,76,3.8,250,1.45
2016,6,30,10,25.3,76,3.7,200,2.22
2016,6,30,11,24.5,80,4.6,200,2.15
2016,6,30,12,24.3,84,6.4,200,2.06
2016,6,30,13,24.5,83,3.5,200,2.01
2016,6,30,14,25.4,80,3.8,200,1.40
2016,6,30,15,26.3,78,5.1,200,2.88
2016,6,30,16,26.9,73,5.4,250,2.54
2016,6,30,17,25.7,76,6.8,250,1.75
2016,6,30,18,24.0,83,7.2,250,0.46
2016,7,1,8,22.6,96,2.7,230,0.11
2016,7,1,9,23.0,97,3.0,230,0.32
2016,7,1,10,23.1,95,3.3,200,0.43
2016,7,1,11,23.1,96,2.5,230,0.56
2016,7,1,12,22.9,97,4.5,200,0.39
2016,7,1,13,22.7,95,4.1,230,0.44
2016,7,1,14,22.6,96,7.4,230,0.19
2016,7,1,15,22.5,98,8.1,230,0.12
2016,7,1,16,22.9,98,10.0,230,0.06
2016,7,1,17,22.9,98,8.3,230,0.06
2016,7,1,18,23.5,98,11.6,230,0.12
2016,7,2,8,22.9,94,8.0,230,0.24
2016,7,2,9,23.4,92,7.2,230,0.51
2016,7,2,10,24.2,88,3.5,230,0.95
2016,7,2,11,23.4,94,4.7,250,0.62
2016,7,2,12,22.8,95,3.9,200,0.58
2016,7,2,13,23.0,94,4.2,230,0.68
2016,7,2,14,22.8,94,3.7,270,0.32
2016,7,2,15,22.8,96,5.0,230,0.16
2016,7,2,16,23.2,98,6.8,270,0.02
2016,7,2,17,23.1,99,2.0,270,0.17
2016,7,2,18,23.2,99,3.8,200,0.16
2016,7,3,8,22.7,96,1.5,270,0.52
2016,7,3,9,22.2,93,2.3,230,0.80
2016,7,3,10,21.9,93,1.1,250,0.74
2016,7,3,11,23.9,88,1.4,230,0.79
2016,7,3,12,24.5,85,2.8,320,0.87
2016,7,3,13,23.4,87,1.5,250,0.97
2016,7,3,14,23.4,94,1.9,290,0.60
2016,7,3,15,24.2,89,1.7,110,0.89
2016,7,3,16,21.9,97,1.4,250,0.42
2016,7,3,17,21.6,96,1.2,90,0.15
2016,7,3,18,21.5,98,1.3,290,0.03
2016,7,4,8,20.9,99,1.3,50,0.12
2016,7,4,9,20.8,99,1.7,20,0.15
2016,7,4,10,20.9,99,0.7,50,0.16
2016,7,4,11,21.2,99,0.1,0,0.18
2016,7,4,12,21.0,99,2.1,50,0.14
2016,7,4,13,21.3,99,1.3,50,0.21
2016,7,4,14,21.5,99,0.9,50,0.37
2016,7,4,15,22.1,99,1.4,50,0.46
2016,7,4,16,21.9,99,0.8,50,0.49
2016,7,4,17,21.5,99,1.1,70,0.21
2016,7,4,18,21.2,99,1.4,50,0.10
2016,7,5,8,22.2,99,1.1,180,6.00
2016,7,5,9,23.0,99,3.1,230,0.33
2016,7,5,10,24.1,99,4.9,230,0.58
2016,7,5,11,24.5,99,7.2,230,0.60
2016,7,5,12,25.0,99,7.3,230,1.25
2016,7,5,13,25.6,95,6.4,230,1.85
2016,7,5,14,25.5,95,5.9,250,0.88
2016,7,5,15,24.8,97,7.1,250,0.49
2016,7,5,16,25.0,93,6.0,230,0.66
2016,7,5,17,25.4,95,8.1,230,0.74
2016,7,5,18,25.3,97,9.7,230,0.30
2016,7,6,8,25.8,91,4.2,200,0.88
2016,7,6,9,25.4,93,4.4,230,0.66
2016,7,6,10,27.1,87,4.9,200,1.52
2016,7,6,11,27.7,84,5.8,200,2.00
2016,7,6,12,27.9,83,4.7,200,1.79
2016,7,6,13,28.1,82,6.8,200,2.98
2016,7,6,14,28.3,80,6.8,230,3.19
2016,7,6,15,29.0,79,6.4,230,3.02
2016,7,6,16,27.7,83,4.7,200,2.40
2016,7,6,17,26.8,87,3.6,180,1.75
2016,7,6,18,25.1,93,2.2,180,0.63
2016,7,7,8,23.0,95,0.1,0,0.67
2016,7,7,9,23.2,91,2.7,230,1.69
2016,7,7,10,25.5,83,3.4,200,2.40
2016,7,7,11,27.2,80,3.6,200,2.87
2016,7,7,12,25.9,84,5.1,200,3.21
2016,7,7,13,26.9,81,4.7,180,3.29
2016,7,7,14,26.2,84,5.1,200,3.04
2016,7,7,15,27.3,79,4.4,200,2.87
2016,7,7,16,27.3,79,3.6,200,2.37
2016,7,7,17,27.4,76,1.9,160,1.76
2016,7,7,18,25.6,85,3.1,200,0.99
2016,7,8,8,24.3,89,1.4,90,0.42
2016,7,8,9,25.2,86,1.8,110,0.74
2016,7,8,10,25.5,86,1.6,70,0.70
2016,7,8,11,25.1,89,1.6,90,0.71
2016,7,8,12,25.4,85,1.6,110,0.68
2016,7,8,13,27.7,75,1.4,110,2.57
2016,7,8,14,29.6,66,1.6,110,3.19
2016,7,8,15,28.8,72,2.7,200,2.83
2016,7,8,16,26.8,74,4.1,110,2.38
2016,7,8,17,25.3,84,2.9,110,1.37
2016,7,8,18,25.0,85,2.0,90,0.29
2016,7,9,8,25.7,77,1.9,200,1.11
2016,7,9,9,27.1,74,2.2,180,1.89
2016,7,9,10,27.8,71,2.3,180,2.49
2016,7,9,11,27.7,73,3.7,200,2.93
2016,7,9,12,26.8,76,3.3,180,3.16
2016,7,9,13,27.4,73,3.6,230,3.27
2016,7,9,14,28.5,70,3.2,200,3.19
2016,7,9,15,28.7,65,3.1,200,2.85
2016,7,9,16,28.7,60,2.4,200,2.42
2016,7,9,17,27.8,64,3.9,200,1.78
2016,7,9,18,27.4,67,2.3,200,1.11
2016,7,10,8,25.7,81,2.5,200,0.95
2016,7,10,9,27.8,73,2.4,200,1.73
2016,7,10,10,29.2,68,2.6,200,2.19
2016,7,10,11,28.5,72,4.0,200,2.23
2016,7,10,12,27.4,74,3.4,200,2.35
2016,7,10,13,27.4,75,4.5,230,2.22
2016,7,10,14,28.1,76,3.9,200,2.19
2016,7,10,15,27.1,78,4.3,200,1.58
2016,7,10,16,27.1,77,3.6,200,1.23
2016,7,10,17,26.4,79,3.6,200,0.95
2016,7,10,18,26.1,81,3.2,230,0.78
2016,7,11,8,24.4,87,2.0,230,0.42
2016,7,11,9,25.7,85,0.8,200,0.73
2016,7,11,10,26.3,83,0.6,90,0.80
2016,7,11,11,26.5,89,2.2,110,1.11
2016,7,11,12,26.0,93,1.5,70,0.86
2016,7,11,13,25.6,91,2.5,110,0.42
2016,7,11,14,25.5,95,1.9,110,0.30
2016,7,11,15,25.1,97,2.3,90,0.21
2016,7,11,16,25.3,96,3.5,140,0.22
2016,7,11,17,25.2,97,3.7,200,0.16
2016,7,11,18,24.9,97,4.2,200,0.22
2016,7,12,8,24.7,93,2.3,230,0.46
2016,7,12,9,24.8,94,2.6,200,0.47
2016,7,12,10,23.6,98,1.8,200,0.24
2016,7,12,11,24.0,98,2.6,230,0.24
2016,7,12,12,24.6,97,4.1,200,0.32
2016,7,12,13,24.6,98,3.6,230,0.56
2016,7,12,14,24.5,96,5.5,230,0.67
2016,7,12,15,24.4,96,5.2,230,0.29
2016,7,12,16,24.8,97,3.4,230,0.40
2016,7,12,17,24.7,98,3.4,270,0.41
2016,7,12,18,24.9,93,3.5,200,0.82
2016,7,13,8,26.0,87,1.2,160,1.10
2016,7,13,9,27.1,83,2.0,200,1.62
2016,7,13,10,27.7,82,4.0,250,2.35
2016,7,13,11,29.0,74,4.3,200,3.11
2016,7,13,12,28.0,78,3.3,200,1.87
2016,7,13,13,28.6,76,4.1,200,2.02
2016,7,13,14,28.1,78,3.8,200,1.65
2016,7,13,15,28.8,75,4.4,200,1.87
2016,7,13,16,28.7,74,4.6,200,1.85
2016,7,13,17,27.2,80,4.7,200,0.97
2016,7,13,18,26.6,81,2.2,200,0.52
2016,7,14,8,26.7,73,1.3,230,1.06
2016,7,14,9,27.9,69,2.6,340,1.84
2016,7,14,10,29.0,67,2.5,320,2.41
2016,7,14,11,29.8,59,2.8,320,2.89
2016,7,14,12,30.7,51,2.4,320,3.23
2016,7,14,13,31.4,53,3.4,320,3.35
2016,7,14,14,30.1,58,2.3,70,2.32
2016,7,14,15,29.3,65,3.5,110,2.10
2016,7,14,16,25.8,80,3.5,90,1.55
2016,7,14,17,26.4,74,2.8,110,1.48
2016,7,14,18,25.6,74,2.4,110,0.87
2016,7,15,8,24.3,62,2.1,50,0.75
2016,7,15,9,25.4,59,2.0,70,1.29
2016,7,15,10,25.8,64,2.6,110,1.97
2016,7,15,11,26.8,66,3.5,140,2.55
2016,7,15,12,27.0,66,4.1,110,2.92
2016,7,15,13,27.1,66,3.0,90,3.23
2016,7,15,14,27.3,64,3.5,90,3.17
2016,7,15,15,26.7,66,4.0,90,0.86
2016,7,15,16,27.1,67,3.3,110,2.30
2016,7,15,17,26.6,69,3.5,110,1.77
2016,7,15,18,24.9,75,3.5,90,1.03
2016,7,16,8,22.6,87,3.1,90,0.19
2016,7,16,9,22.8,84,2.5,90,0.20
2016,7,16,10,22.7,88,3.2,110,6.00
2016,7,16,11,22.6,91,2.3,70,0.35
2016,7,16,12,22.1,94,2.6,70,0.26
2016,7,16,13,22.4,95,2.5,70,0.26
2016,7,16,14,22.7,95,1.4,70,0.13
2016,7,16,15,22.7,98,1.5,110,0.05
2016,7,16,16,23.0,98,1.1,90,0.09
2016,7,16,17,23.1,98,0.0,0,0.18
2016,7,16,18,24.1,97,2.2,230,0.20
2016,7,17,8,24.8,84,2.7,290,1.29
2016,7,17,9,25.1,81,3.5,270,1.11
2016,7,17,10,26.6,72,1.7,200,1.68
2016,7,17,11,27.7,63,2.6,320,2.43
2016,7,17,12,27.8,69,3.5,200,2.62
2016,7,17,13,26.6,75,5.1,200,2.41
2016,7,17,14,27.6,69,5.1,200,2.45
2016,7,17,15,27.6,68,5.5,200,2.66
2016,7,17,16,27.8,64,5.6,230,1.97
2016,7,17,17,27.9,68,4.6,230,1.61
2016,7,17,18,27.3,72,4.7,230,0.81
2016,7,18,8,23.4,91,1.7,90,0.73
2016,7,18,9,23.8,89,0.9,50,0.79
2016,7,18,10,26.2,81,1.4,110,1.78
2016,7,18,11,27.0,76,1.8,200,2.54
2016,7,18,12,26.8,79,3.7,200,2.68
2016,7,18,13,26.9,73,2.0,180,2.31
2016,7,18,14,27.7,70,2.5,180,2.56
2016,7,18,15,27.0,77,3.1,200,1.94
2016,7,18,16,25.4,86,5.3,200,1.76
2016,7,18,17,25.6,83,3.6,200,1.17
2016,7,18,18,24.5,90,4.1,200,0.62
2016,7,19,8,24.6,82,1.8,90,0.46
2016,7,19,9,26.2,78,2.8,140,1.16
2016,7,19,10,27.2,71,3.0,90,2.34
2016,7,19,11,27.5,72,3.2,90,2.83
2016,7,19,12,28.1,69,3.4,90,3.20
2016,7,19,13,27.9,71,3.6,90,3.11
2016,7,19,14,27.8,69,3.5,90,3.08
2016,7,19,15,27.2,73,3.8,110,2.73
2016,7,19,16,27.1,70,4.6,90,2.10
2016,7,19,17,26.8,72,3.5,90,1.68
2016,7,19,18,25.9,75,3.1,90,0.93
2016,7,20,8,23.9,74,3.1,50,0.63
2016,7,20,9,25.3,69,3.3,50,1.52
2016,7,20,10,26.6,64,3.3,90,2.29
2016,7,20,11,27.2,64,3.1,90,2.88
2016,7,20,12,27.9,62,3.0,90,3.12
2016,7,20,13,28.1,64,3.2,110,3.15
2016,7,20,14,27.6,62,3.7,110,3.10
2016,7,20,15,28.1,61,3.5,90,2.86
2016,7,20,16,27.1,62,4.2,90,2.36
2016,7,20,17,26.6,63,4.2,90,1.75
2016,7,20,18,25.6,69,3.6,90,1.06
2016,7,21,8,24.0,76,1.4,70,0.67
2016,7,21,9,25.1,73,1.9,90,1.18
2016,7,21,10,26.7,70,2.8,110,1.88
2016,7,21,11,27.5,67,3.5,110,2.89
2016,7,21,12,27.9,64,3.7,90,3.24
2016,7,21,13,27.6,64,3.7,110,3.24
2016,7,21,14,27.4,66,3.7,110,3.14
2016,7,21,15,27.3,64,3.5,110,2.78
2016,7,21,16,26.5,67,3.5,110,2.13
2016,7,21,17,26.5,70,2.3,70,1.59
2016,7,21,18,24.9,73,2.7,90,0.59
2016,7,22,8,24.0,72,1.6,50,0.83
2016,7,22,9,25.8,69,3.3,50,1.50
2016,7,22,10,26.9,65,2.7,90,2.12
2016,7,22,11,27.8,61,3.3,90,2.71
2016,7,22,12,27.2,65,3.4,110,2.62
2016,7,22,13,27.7,65,4.0,110,3.29
2016,7,22,14,28.0,61,3.9,90,3.13
2016,7,22,15,27.3,65,3.6,110,2.89
2016,7,22,16,27.2,64,3.4,110,2.40
2016,7,22,17,26.3,69,3.2,110,1.78
2016,7,22,18,25.7,74,2.6,90,1.06
2016,7,23,8,24.3,73,1.9,90,0.50
2016,7,23,9,25.7,70,1.9,50,1.19
2016,7,23,10,27.3,67,2.5,110,2.02
2016,7,23,11,27.5,67,2.4,110,2.74
2016,7,23,12,28.3,68,3.4,110,3.14
2016,7,23,13,29.4,64,3.1,160,3.37
2016,7,23,14,28.9,68,4.2,200,3.16
2016,7,23,15,28.0,69,3.5,200,2.83
2016,7,23,16,27.8,72,4.3,200,2.54
2016,7,23,17,27.3,74,4.5,200,1.70
2016,7,23,18,26.2,78,3.4,200,0.99
2016,7,24,8,26.0,81,3.4,270,0.71
2016,7,24,9,27.1,79,4.2,270,1.06
2016,7,24,10,28.2,77,3.7,230,1.31
2016,7,24,11,28.7,76,3.2,250,1.54
2016,7,24,12,29.7,73,5.4,250,2.23
2016,7,24,13,30.2,73,5.4,200,2.80
2016,7,24,14,29.0,78,6.4,200,2.76
2016,7,24,15,28.6,82,3.2,200,1.48
2016,7,24,16,28.7,83,4.0,200,1.53
2016,7,24,17,28.6,84,4.3,200,1.20
2016,7,24,18,27.9,88,4.1,200,0.88
2016,7,25,8,28.2,82,3.7,250,0.86
2016,7,25,9,29.3,76,4.8,250,1.60
2016,7,25,10,30.5,69,5.1,250,2.26
2016,7,25,11,30.3,73,6.0,200,2.66
2016,7,25,12,30.6,73,5.9,200,2.97
2016,7,25,13,31.0,72,5.8,200,2.65
2016,7,25,14,29.9,74,5.6,200,1.68
2016,7,25,15,27.9,82,2.9,180,0.45
2016,7,25,16,27.5,83,2.9,200,0.20
2016,7,25,17,27.4,84,1.7,20,0.19
2016,7,25,18,26.5,95,2.2,290,0.19
2016,7,26,8,28.4,79,4.0,250,1.06
2016,7,26,9,29.1,78,4.8,250,1.53
2016,7,26,10,29.6,78,4.4,200,1.93
2016,7,26,11,29.6,78,4.8,230,1.71
2016,7,26,12,30.8,74,5.7,230,3.14
2016,7,26,13,30.7,74,7.0,230,2.87
2016,7,26,14,30.4,73,7.0,230,2.22
2016,7,26,15,30.9,71,6.5,230,2.57
2016,7,26,16,30.8,71,6.3,230,2.02
2016,7,26,17,29.8,75,5.9,230,1.66
2016,7,26,18,28.9,82,6.4,230,0.96
2016,7,27,8,28.2,82,5.3,250,0.75
2016,7,27,9,29.3,79,4.8,270,1.32
2016,7,27,10,30.4,74,4.6,250,1.58
2016,7,27,11,31.5,68,5.5,250,2.59
2016,7,27,12,30.8,70,6.4,200,2.73
2016,7,27,13,31.6,73,6.9,200,3.30
2016,7,27,14,31.4,70,6.0,230,2.94
2016,7,27,15,31.3,68,8.6,230,2.79
2016,7,27,16,30.8,70,8.3,230,2.30
2016,7,27,17,29.9,76,6.4,230,1.70
2016,7,27,18,29.1,80,6.2,230,1.11
2016,7,28,8,28.0,87,7.4,230,0.53
2016,7,28,9,28.9,78,5.6,200,0.88
2016,7,28,10,30.6,72,6.2,230,2.07
2016,7,28,11,30.3,79,6.4,230,2.50
2016,7,28,12,29.4,82,6.3,200,1.66
2016,7,28,13,31.2,70,5.6,230,2.88
2016,7,28,14,29.5,77,7.1,230,1.53
2016,7,28,15,30.8,76,6.6,230,2.09
2016,7,28,16,29.9,82,6.7,230,1.83
2016,7,28,17,29.3,83,6.5,230,0.87
2016,7,28,18,28.3,83,5.9,230,0.58
2016,7,29,8,28.3,81,2.9,200,0.57
2016,7,29,9,29.7,75,3.4,230,1.37
2016,7,29,10,30.4,76,6.5,200,2.33
2016,7,29,11,31.2,73,5.9,200,2.72
2016,7,29,12,31.4,75,6.3,200,2.94
2016,7,29,13,31.9,73,6.1,230,3.01
2016,7,29,14,31.7,72,6.4,230,3.05
2016,7,29,15,31.4,74,6.1,200,2.79
2016,7,29,16,31.4,72,6.7,250,2.29
2016,7,29,17,30.2,79,5.5,230,1.64
2016,7,29,18,29.1,82,5.9,230,0.60
2016,7,30,8,28.8,78,3.7,250,0.93
2016,7,30,9,29.9,72,4.1,250,1.55
2016,7,30,10,30.9,69,4.4,250,2.09
2016,7,30,11,32.6,63,3.0,230,2.62
2016,7,30,12,31.0,73,5.0,200,2.95
2016,7,30,13,31.7,73,5.0,200,3.09
2016,7,30,14,31.3,73,5.6,200,2.94
2016,7,30,15,31.0,75,5.7,200,2.66
2016,7,30,16,30.6,77,4.9,200,2.18
2016,7,30,17,29.4,83,5.2,200,1.51
2016,7,30,18,29.0,83,4.1,200,0.82
2016,7,31,8,29.3,75,1.3,140,0.86
2016,7,31,9,30.1,70,1.6,200,1.43
2016,7,31,10,31.2,65,2.7,180,2.11
2016,7,31,11,31.7,69,2.9,200,2.64
2016,7,31,12,31.7,67,3.7,200,2.89
2016,7,31,13,31.5,67,3.7,200,3.01
2016,7,31,14,31.5,69,4.0,180,2.83
2016,7,31,15,31.1,73,4.3,200,2.46
2016,7,31,16,31.2,72,3.0,200,2.01
2016,7,31,17,30.5,73,3.8,200,1.47
2016,7,31,18,29.5,74,3.5,200,0.62
2016,8,1,8,29.5,78,1.5,140,0.86
2016,8,1,9,29.8,77,2.5,200,1.45
2016,8,1,10,29.8,77,3.5,200,1.98
2016,8,1,11,30.3,77,4.7,200,2.50
2016,8,1,12,31.6,73,4.0,180,2.83
2016,8,1,13,31.5,72,4.2,200,3.03
2016,8,1,14,30.7,69,5.3,200,2.75
2016,8,1,15,30.1,72,5.1,200,1.63
2016,8,1,16,29.9,77,2.7,180,1.12
2016,8,1,17,27.7,81,4.0,20,0.15
2016,8,1,18,25.2,90,1.2,110,0.14
2016,8,2,8,27.4,80,0.4,0,0.60
2016,8,2,9,29.8,77,1.6,180,1.38
2016,8,2,10,30.9,72,3.2,200,2.23
2016,8,2,11,30.6,75,4.0,200,2.67
2016,8,2,12,30.1,77,2.0,160,2.07
2016,8,2,13,29.7,83,3.0,140,1.27
2016,8,2,14,30.6,78,3.0,160,1.27
2016,8,2,15,30.5,78,3.8,110,1.91
2016,8,2,16,26.1,86,3.5,50,0.88
2016,8,2,17,25.4,81,2.1,50,0.38
2016,8,2,18,26.1,75,1.7,90,0.11
2016,8,3,8,27.5,76,2.1,70,0.73
2016,8,3,9,28.0,77,2.2,20,0.74
2016,8,3,10,30.2,71,2.1,110,1.91
2016,8,3,11,30.2,73,2.6,110,1.98
2016,8,3,12,28.8,80,3.3,140,1.17
2016,8,3,13,29.6,75,4.2,140,2.23
2016,8,3,14,29.6,78,3.5,110,1.87
2016,8,3,15,29.9,77,2.1,110,1.47
2016,8,3,16,29.1,78,1.4,70,0.75
2016,8,3,17,29.0,77,2.2,110,0.76
2016,8,3,18,28.4,80,2.9,110,0.58
2016,8,4,8,27.5,81,1.9,20,0.59
2016,8,4,9,29.3,73,2.5,50,1.45
2016,8,4,10,29.1,74,2.7,110,1.22
2016,8,4,11,31.3,65,3.2,110,2.62
2016,8,4,12,30.9,68,4.4,140,2.97
2016,8,4,13,30.7,70,4.9,110,3.18
2016,8,4,14,31.3,68,3.1,110,2.96
2016,8,4,15,31.6,64,3.0,90,2.74
2016,8,4,16,30.9,65,3.3,90,2.25
2016,8,4,17,30.3,69,3.3,90,1.61
2016,8,4,18,29.2,71,3.4,90,0.89
2016,8,5,8,28.2,72,1.9,50,0.86
2016,8,5,9,29.0,74,1.9,90,1.11
2016,8,5,10,30.3,67,3.0,110,1.76
2016,8,5,11,29.8,71,3.4,110,1.61
2016,8,5,12,30.9,69,3.9,110,2.80
2016,8,5,13,31.6,65,4.4,140,3.19
2016,8,5,14,30.9,69,4.4,110,3.07
2016,8,5,15,30.7,70,4.1,110,2.74
2016,8,5,16,30.7,68,3.3,110,2.25
2016,8,5,17,29.8,72,2.8,110,1.58
2016,8,5,18,29.0,76,2.3,110,0.82
2016,8,6,8,28.3,74,2.3,70,0.89
2016,8,6,9,30.1,68,1.9,90,1.59
2016,8,6,10,31.2,69,3.0,140,2.28
2016,8,6,11,32.5,63,2.5,140,2.74
2016,8,6,12,32.0,68,3.3,140,3.05
2016,8,6,13,32.6,68,3.3,140,3.17
2016,8,6,14,31.8,70,3.3,110,3.03
2016,8,6,15,31.7,71,3.6,110,2.70
2016,8,6,16,31.7,70,3.6,110,2.23
2016,8,6,17,31.1,64,3.1,110,1.61
2016,8,6,18,30.2,78,2.0,70,0.88
2016,8,7,8,29.6,73,0.5,160,0.93
2016,8,7,9,31.4,65,1.9,180,1.68
2016,8,7,10,32.1,66,2.5,200,2.26
2016,8,7,11,32.8,64,3.6,200,2.74
2016,8,7,12,31.3,71,6.5,200,3.04
2016,8,7,13,32.4,64,4.6,180,3.13
2016,8,7,14,31.7,65,5.4,200,3.00
2016,8,7,15,32.3,61,4.9,200,2.71
2016,8,7,16,32.4,60,3.8,200,2.22
2016,8,7,17,32.0,65,4.3,200,1.57
2016,8,7,18,30.8,67,3.5,200,0.87
2016,8,8,8,29.1,75,3.5,340,0.96
2016,8,8,9,31.5,65,1.6,340,1.64
2016,8,8,10,33.3,57,2.9,200,2.23
2016,8,8,11,32.7,63,4.0,200,2.66
2016,8,8,12,33.2,58,3.7,200,2.97
2016,8,8,13,34.0,57,4.0,200,3.04
2016,8,8,14,34.0,55,4.0,200,2.91
2016,8,8,15,31.8,65,2.7,200,1.53
2016,8,8,16,31.1,66,2.3,90,0.29
2016,8,8,17,30.5,67,2.5,50,0.24
2016,8,8,18,29.8,75,2.6,110,0.21
2016,8,9,8,29.4,69,2.5,50,0.91
2016,8,9,9,30.4,67,3.8,50,1.53
2016,8,9,10,30.7,66,2.6,50,1.69
2016,8,9,11,31.9,61,3.1,70,2.17
2016,8,9,12,32.1,61,2.9,110,2.80
2016,8,9,13,32.2,60,3.8,110,2.38
2016,8,9,14,32.3,59,3.9,90,2.99
2016,8,9,15,31.6,60,3.9,90,2.62
2016,8,9,16,30.6,62,3.7,90,2.05
2016,8,9,17,29.3,69,3.6,90,1.13
2016,8,9,18,28.5,71,3.1,90,0.58
2016,8,10,8,28.7,66,1.8,160,0.95
2016,8,10,9,30.4,64,1.5,110,1.59
2016,8,10,10,30.9,62,2.8,200,2.20
2016,8,10,11,31.8,62,3.4,200,2.68
2016,8,10,12,32.1,65,4.3,200,2.96
2016,8,10,13,31.3,68,4.2,200,3.06
2016,8,10,14,31.2,66,4.5,200,2.97
2016,8,10,15,31.6,66,4.8,200,2.66
2016,8,10,16,32.0,63,3.3,200,2.14
2016,8,10,17,31.5,62,2.5,200,1.50
2016,8,10,18,30.6,67,2.7,230,0.80
2016,8,11,8,30.2,69,0.8,160,0.84
2016,8,11,9,32.3,64,1.1,360,1.50
2016,8,11,10,33.6,60,3.0,200,2.12
2016,8,11,11,34.3,58,2.9,200,2.67
2016,8,11,12,33.4,66,4.0,200,2.93
2016,8,11,13,33.5,66,4.1,200,2.74
2016,8,11,14,33.1,65,4.8,200,2.76
2016,8,11,15,34.1,61,4.0,200,2.51
2016,8,11,16,33.3,68,4.4,200,2.02
2016,8,11,17,32.7,65,4.0,180,1.42
2016,8,11,18,32.0,69,2.5,230,0.77
2016,8,12,8,31.1,71,1.8,110,0.83
2016,8,12,9,32.1,69,2.7,200,1.51
2016,8,12,10,33.4,64,2.8,180,2.11
2016,8,12,11,33.6,67,4.5,200,2.61
2016,8,12,12,34.3,60,4.6,180,2.94
2016,8,12,13,33.1,67,6.1,200,3.05
2016,8,12,14,33.9,64,5.7,180,2.89
2016,8,12,15,33.8,69,5.1,180,2.53
2016,8,12,16,32.9,70,4.5,180,2.00
2016,8,12,17,32.3,72,5.3,200,1.37
2016,8,12,18,31.4,77,4.9,230,0.74
2016,8,13,8,31.0,68,0.8,340,0.84
2016,8,13,9,32.9,65,3.2,200,1.49
2016,8,13,10,33.4,61,4.0,200,2.15
2016,8,13,11,33.6,65,5.5,180,2.59
2016,8,13,12,33.6,64,4.7,200,2.96
2016,8,13,13,33.3,67,5.7,180,3.07
2016,8,13,14,34.9,59,5.6,230,2.90
2016,8,13,15,34.5,58,5.2,230,2.52
2016,8,13,16,34.3,56,5.0,230,2.01
2016,8,13,17,33.8,55,5.0,250,1.45
2016,8,13,18,32.5,60,4.4,230,0.76
2016,8,14,8,31.1,62,0.8,250,0.83
2016,8,14,9,33.0,57,0.7,270,1.49
2016,8,14,10,34.4,54,2.0,230,2.06
2016,8,14,11,34.9,53,2.6,360,2.60
2016,8,14,12,36.6,48,2.5,270,2.96
2016,8,14,13,36.1,51,4.6,200,3.07
2016,8,14,14,35.5,51,6.1,200,2.87
2016,8,14,15,34.1,57,6.1,200,2.66
2016,8,14,16,34.2,53,4.5,230,2.14
2016,8,14,17,32.7,64,4.9,180,1.48
2016,8,14,18,32.8,64,4.1,200,0.79
2016,8,15,8,30.5,66,1.8,270,0.50
2016,8,15,9,31.6,59,3.2,340,1.01
2016,8,15,10,33.0,58,1.6,360,1.82
2016,8,15,11,34.9,54,2.6,340,2.38
2016,8,15,12,35.4,50,2.5,340,2.97
2016,8,15,13,35.8,51,2.4,180,2.59
2016,8,15,14,32.8,59,2.7,180,0.68
2016,8,15,15,31.4,71,3.6,160,0.70
2016,8,15,16,26.6,91,2.7,160,0.28
2016,8,15,17,27.2,95,3.2,270,0.13
2016,8,15,18,25.3,97,2.5,180,0.17
2016,8,16,8,25.4,97,1.7,90,0.14
2016,8,16,9,26.5,91,2.4,70,0.48
2016,8,16,10,27.3,84,2.6,50,1.05
2016,8,16,11,29.9,72,2.2,70,1.97
2016,8,16,12,30.3,69,2.2,70,2.32
2016,8,16,13,30.2,66,2.8,90,1.75
2016,8,16,14,30.8,66,3.8,110,2.08
2016,8,16,15,30.5,70,2.4,110,1.50
2016,8,16,16,30.9,66,2.5,90,1.47
2016,8,16,17,30.3,68,2.5,90,1.39
2016,8,16,18,29.4,70,2.4,70,0.59
2016,8,17,8,28.3,63,1.9,50,0.96
2016,8,17,9,29.9,57,0.9,50,1.65
2016,8,17,10,31.5,58,3.3,140,2.26
2016,8,17,11,32.2,58,3.1,140,2.70
2016,8,17,12,32.0,59,3.8,140,3.00
2016,8,17,13,31.9,63,3.6,140,3.07
2016,8,17,14,31.9,67,3.9,140,3.00
2016,8,17,15,30.6,69,4.2,140,1.83
2016,8,17,16,30.5,68,4.2,110,1.61
2016,8,17,17,30.5,68,2.9,90,1.33
2016,8,17,18,29.4,70,3.1,90,0.65
2016,8,18,8,28.3,72,2.2,50,0.90
